KEY_CODE,OBJ_ID,River,WaterDepth,1995,2000,2005,2010,2015,Area,Menseki,Anbun,1995_A,2000_A,2005_A,2010_A,2015_A,Up_95-15,Cat_1
"533925631","8653",多摩川,"11","3081","2942","2146","2060","2359",261978.871,1917.893,0.007,21.567,20.594,15.022,14.420,16.513,-23.434,"0"
"533925631","8653",多摩川,"11","3081","2942","2146","2060","2359",261978.871,72490.462,0.277,853.437,814.934,594.442,570.620,653.443,-23.434,"0"
"533925632","8654",多摩川,"11","2605","2369","2250","3291","3855",261978.871,814.177,0.003,7.815,7.107,6.750,9.873,11.565,47.985,"1"
"533925632","8654",多摩川,"11","2605","2369","2250","3291","3855",261978.871,34665.340,0.132,343.860,312.708,297.000,434.412,508.860,47.985,"1"
"533925632","8654",多摩川,"11","2605","2369","2250","3291","3855",261978.871,921.608,0.004,10.420,9.476,9.000,13.164,15.420,47.985,"1"
"533925632","8654",多摩川,"11","2605","2369","2250","3291","3855",261978.871,15472.031,0.059,153.695,139.771,132.750,194.169,227.445,47.985,"1"
"533925633","8655",多摩川,"11","705","625","1033","1063","1434",261965.496,911.966,0.003,2.115,1.875,3.099,3.189,4.302,103.404,"2"
"533925633","8655",多摩川,"11","705","625","1033","1063","1434",261965.496,132818.165,0.507,357.435,316.875,523.731,538.941,727.038,103.404,"2"
"533925634","8656",多摩川,"11","3511","3181","3150","3216","3019",261965.496,108.292,0.000,0.000,0.000,0.000,0.000,0.000,,"3"
"533925634","8656",多摩川,"11","3511","3181","3150","3216","3019",261965.496,16367.890,0.062,217.682,197.222,195.300,199.392,187.178,-14.013,"0"
"533925634","8656",多摩川,"11","3511","3181","3150","3216","3019",261965.496,15471.439,0.059,207.149,187.679,185.850,189.744,178.121,-14.013,"0"
"533925641","8657",多摩川,"11","4664","4546","5129","5323","6091",261978.871,13646.485,0.052,242.528,236.392,266.708,276.796,316.732,30.596,"1"
"533925641","8657",多摩川,"11","4664","4546","5129","5323","6091",261978.871,15446.909,0.059,275.176,268.214,302.611,314.057,359.369,30.596,"1"
"533925643","8659",多摩川,"11","4034","3990","3898","4236","4708",261965.496,1814.868,0.007,28.238,27.930,27.286,29.652,32.956,16.708,"1"
"533925651","8661",多摩川,"11","2673","2529","2485","2430","2784",261978.871,818.453,0.003,8.019,7.587,7.455,7.290,8.352,4.153,"1"
"533925651","8661",多摩川,"11","2673","2529","2485","2430","2784",261978.871,14449.070,0.055,147.015,139.095,136.675,133.650,153.120,4.153,"1"
"533925652","8662",多摩川,"11","1561","1172","1063","1748","1207",261978.871,13618.330,0.052,81.172,60.944,55.276,90.896,62.764,-22.678,"0"
"533925652","8662",多摩川,"11","1561","1172","1063","1748","1207",261978.871,16368.308,0.062,96.782,72.664,65.906,108.376,74.834,-22.678,"0"
"533925653","8663",多摩川,"11","594","367","348","394","295",261965.496,108.364,0.000,0.000,0.000,0.000,0.000,0.000,,"3"
"533925653","8663",多摩川,"11","594","367","348","394","295",261965.496,1921.650,0.007,4.158,2.569,2.436,2.758,2.065,-50.337,"0"
"533925654","8664",多摩川,"11","601","803","947","1134","1355",261965.496,14445.768,0.055,33.055,44.165,52.085,62.370,74.525,125.458,"2"
"533925654","8664",多摩川,"11","601","803","947","1134","1355",261965.496,1812.480,0.007,4.207,5.621,6.629,7.938,9.485,125.458,"2"
"533925673","8671",多摩川,"11","6180","6788","6770","7719","7745",261965.496,28865.133,0.110,679.800,746.680,744.700,849.090,851.950,25.324,"1"
"533925674","8672",多摩川,"11","5126","4863","4757","5092","5105",261965.496,49113.744,0.187,958.562,909.381,889.559,952.204,954.635,-0.410,"0"
"533925674","8672",多摩川,"11","5126","4863","4757","5092","5105",261965.496,849.899,0.003,15.378,14.589,14.271,15.276,15.315,-0.410,"0"
"533925682","8674",多摩川,"11","5978","5589","5720","5764","5986",261978.871,974.907,0.004,23.912,22.356,22.880,23.056,23.944,0.134,"1"
"533925682","8674",多摩川,"11","5978","5589","5720","5764","5986",261978.871,30813.599,0.118,705.404,659.502,674.960,680.152,706.348,0.134,"1"
"533925683","8675",多摩川,"11","6358","6508","6198","6299","6449",261965.496,13589.060,0.052,330.616,338.416,322.296,327.548,335.348,1.431,"1"
"533925684","8676",多摩川,"11","6080","6163","6083","6119","5929",261965.496,130963.129,0.500,3040.000,3081.500,3041.500,3059.500,2964.500,-2.484,"0"
